"","Year","Zone","Station","Impact","ID","area","Species","abundance"
"65","2003","WF","8.7","Before",7,"WF","Skrubbskadda",0
"66","2003","WF","8.7","Before",7,"WF","Skaggsimpa",0
"67","2003","WF","8.7","Before",7,"WF","Stensnultra",0
"68","2003","WF","8.7","Before",7,"WF","Torsk",3
"69","2003","WF","8.7","Before",7,"WF","Tanglake",4
"70","2003","WF","8.7","Before",7,"WF","AL",1
"71","2003","WF","8.8","Before",8,"WF","Oxsimpa",0
"72","2003","WF","8.8","Before",8,"WF","Rotsimpa",0
"73","2003","WF","8.8","Before",8,"WF","Sandskadda",0
"74","2003","WF","8.8","Before",8,"WF","Sjurygg",0
"75","2003","WF","8.8","Before",8,"WF","Skrubbskadda",0
"76","2003","WF","8.8","Before",8,"WF","Skaggsimpa",0
"77","2003","WF","8.8","Before",8,"WF","Stensnultra",0
"78","2003","WF","8.8","Before",8,"WF","Torsk",4
"79","2003","WF","8.8","Before",8,"WF","Tanglake",4
"80","2003","WF","8.8","Before",8,"WF","AL",0
"81","2003","WF","8.9","Before",9,"WF","Oxsimpa",1
"82","2003","WF","8.9","Before",9,"WF","Rotsimpa",0
"83","2003","WF","8.9","Before",9,"WF","Sandskadda",0
"84","2003","WF","8.9","Before",9,"WF","Sjurygg",0
"85","2003","WF","8.9","Before",9,"WF","Skrubbskadda",0
"86","2003","WF","8.9","Before",9,"WF","Skaggsimpa",0
"87","2003","WF","8.9","Before",9,"WF","Stensnultra",0
"88","2003","WF","8.9","Before",9,"WF","Torsk",4
"89","2003","WF","8.9","Before",9,"WF","Tanglake",5
"90","2003","WF","8.9","Before",9,"WF","AL",0
"91","2003","WF","8.10","Before",10,"WF","Oxsimpa",0
"92","2003","WF","8.10","Before",10,"WF","Rotsimpa",0
"93","2003","WF","8.10","Before",10,"WF","Sandskadda",0
"94","2003","WF","8.10","Before",10,"WF","Sjurygg",0
"95","2003","WF","8.10","Before",10,"WF","Skrubbskadda",0
"96","2003","WF","8.10","Before",10,"WF","Skaggsimpa",0
"97","2003","WF","8.10","Before",10,"WF","Stensnultra",0
"98","2003","WF","8.10","Before",10,"WF","Torsk",1
"99","2003","WF","8.10","Before",10,"WF","Tanglake",3
"100","2003","WF","8.10","Before",10,"WF","AL",2
"101","2003","WF","8.11","Before",11,"WF","Oxsimpa",0
"102","2003","WF","8.11","Before",11,"WF","Rotsimpa",0
"103","2003","WF","8.11","Before",11,"WF","Sandskadda",0
"104","2003","WF","8.11","Before",11,"WF","Sjurygg",0
"105","2003","WF","8.11","Before",11,"WF","Skrubbskadda",0
"106","2003","WF","8.11","Before",11,"WF","Skaggsimpa",0
"107","2003","WF","8.11","Before",11,"WF","Stensnultra",0
"108","2003","WF","8.11","Before",11,"WF","Torsk",0
"109","2003","WF","8.11","Before",11,"WF","Tanglake",4
"110","2003","WF","8.11","Before",11,"WF","AL",0
"111","2003","WF","8.12","Before",12,"WF","Oxsimpa",0
"112","2003","WF","8.12","Before",12,"WF","Rotsimpa",0
"113","2003","WF","8.12","Before",12,"WF","Sandskadda",0
"114","2003","WF","8.12","Before",12,"WF","Sjurygg",0
"115","2003","WF","8.12","Before",12,"WF","Skrubbskadda",0
"116","2003","WF","8.12","Before",12,"WF","Skaggsimpa",0
"117","2003","WF","8.12","Before",12,"WF","Stensnultra",0
"118","2003","WF","8.12","Before",12,"WF","Torsk",2
"119","2003","WF","8.12","Before",12,"WF","Tanglake",6
"120","2003","WF","8.12","Before",12,"WF","AL",1
"121","2003","WF","8.13","Before",13,"WF","Oxsimpa",0
"122","2003","WF","8.13","Before",13,"WF","Rotsimpa",0
"123","2003","WF","8.13","Before",13,"WF","Sandskadda",0
"124","2003","WF","8.13","Before",13,"WF","Sjurygg",0
"125","2003","WF","8.13","Before",13,"WF","Skrubbskadda",0
"126","2003","WF","8.13","Before",13,"WF","Skaggsimpa",0
"127","2003","WF","8.13","Before",13,"WF","Stensnultra",0
"128","2003","WF","8.13","Before",13,"WF","Torsk",1
"129","2003","WF","8.13","Before",13,"WF","Tanglake",1
"130","2003","WF","8.13","Before",13,"WF","AL",1
"131","2003","WF","8.14","Before",14,"WF","Oxsimpa",0
"132","2003","WF","8.14","Before",14,"WF","Rotsimpa",0
"133","2003","WF","8.14","Before",14,"WF","Sandskadda",0
"134","2003","WF","8.14","Before",14,"WF","Sjurygg",0
"135","2003","WF","8.14","Before",14,"WF","Skrubbskadda",0
"136","2003","WF","8.14","Before",14,"WF","Skaggsimpa",0
"137","2003","WF","8.14","Before",14,"WF","Stensnultra",0
"138","2003","WF","8.14","Before",14,"WF","Torsk",3
"139","2003","WF","8.14","Before",14,"WF","Tanglake",3
"140","2003","WF","8.14","Before",14,"WF","AL",0
"141","2003","WF","8.15","Before",15,"WF","Oxsimpa",0
"142","2003","WF","8.15","Before",15,"WF","Rotsimpa",0
"143","2003","WF","8.15","Before",15,"WF","Sandskadda",0
"144","2003","WF","8.15","Before",15,"WF","Sjurygg",0
"145","2003","WF","8.15","Before",15,"WF","Skrubbskadda",0
"146","2003","WF","8.15","Before",15,"WF","Skaggsimpa",0
"147","2003","WF","8.15","Before",15,"WF","Stensnultra",0
"148","2003","WF","8.15","Before",15,"WF","Torsk",0
"149","2003","WF","8.15","Before",15,"WF","Tanglake",4
"150","2003","WF","8.15","Before",15,"WF","AL",1
"151","2003","WF","8.16","Before",16,"WF","Oxsimpa",0
"152","2003","WF","8.16","Before",16,"WF","Rotsimpa",0
"153","2003","WF","8.16","Before",16,"WF","Sandskadda",0
"154","2003","WF","8.16","Before",16,"WF","Sjurygg",0
"155","2003","WF","8.16","Before",16,"WF","Skrubbskadda",0
"156","2003","WF","8.16","Before",16,"WF","Skaggsimpa",0
"157","2003","WF","8.16","Before",16,"WF","Stensnultra",0
"158","2003","WF","8.16","Before",16,"WF","Torsk",1
"159","2003","WF","8.16","Before",16,"WF","Tanglake",0
"160","2003","WF","8.16","Before",16,"WF","AL",3
"161","2003","WF","8.17","Before",17,"WF","Oxsimpa",1
"162","2003","WF","8.17","Before",17,"WF","Rotsimpa",1
"163","2003","WF","8.17","Before",17,"WF","Sandskadda",0
"164","2003","WF","8.17","Before",17,"WF","Sjurygg",0
"165","2003","WF","8.17","Before",17,"WF","Skrubbskadda",0
"166","2003","WF","8.17","Before",17,"WF","Skaggsimpa",0
"167","2003","WF","8.17","Before",17,"WF","Stensnultra",0
"168","2003","WF","8.17","Before",17,"WF","Torsk",1
"169","2003","WF","8.17","Before",17,"WF","Tanglake",7
"170","2003","WF","8.17","Before",17,"WF","AL",1
"171","2003","WF","8.18","Before",18,"WF","Oxsimpa",0
"172","2003","WF","8.18","Before",18,"WF","Rotsimpa",0
"173","2003","WF","8.18","Before",18,"WF","Sandskadda",0
"174","2003","WF","8.18","Before",18,"WF","Sjurygg",0
"175","2003","WF","8.18","Before",18,"WF","Skrubbskadda",0
"176","2003","WF","8.18","Before",18,"WF","Skaggsimpa",0
"177","2003","WF","8.18","Before",18,"WF","Stensnultra",0
"178","2003","WF","8.18","Before",18,"WF","Torsk",0
"179","2003","WF","8.18","Before",18,"WF","Tanglake",0
"180","2003","WF","8.18","Before",18,"WF","AL",0
"181","2003","WF","8.19","Before",19,"WF","Oxsimpa",0
"182","2003","WF","8.19","Before",19,"WF","Rotsimpa",0
"183","2003","WF","8.19","Before",19,"WF","Sandskadda",0
"184","2003","WF","8.19","Before",19,"WF","Sjurygg",0
"185","2003","WF","8.19","Before",19,"WF","Skrubbskadda",0
"186","2003","WF","8.19","Before",19,"WF","Skaggsimpa",0
"187","2003","WF","8.19","Before",19,"WF","Stensnultra",0
"188","2003","WF","8.19","Before",19,"WF","Torsk",0
"189","2003","WF","8.19","Before",19,"WF","Tanglake",0
"190","2003","WF","8.19","Before",19,"WF","AL",1
"191","2003","WF","8.20","Before",20,"WF","Oxsimpa",0
"192","2003","WF","8.20","Before",20,"WF","Rotsimpa",0
"193","2003","WF","8.20","Before",20,"WF","Sandskadda",0
"194","2003","WF","8.20","Before",20,"WF","Sjurygg",0
"195","2003","WF","8.20","Before",20,"WF","Skrubbskadda",0
"196","2003","WF","8.20","Before",20,"WF","Skaggsimpa",0
"197","2003","WF","8.20","Before",20,"WF","Stensnultra",0
"198","2003","WF","8.20","Before",20,"WF","Torsk",1
"199","2003","WF","8.20","Before",20,"WF","Tanglake",0
"200","2003","WF","8.20","Before",20,"WF","AL",0
"201","2003","WF","8.21","Before",21,"WF","Oxsimpa",0
"202","2003","WF","8.21","Before",21,"WF","Rotsimpa",0
"203","2003","WF","8.21","Before",21,"WF","Sandskadda",0
"204","2003","WF","8.21","Before",21,"WF","Sjurygg",0
"205","2003","WF","8.21","Before",21,"WF","Skrubbskadda",0
"206","2003","WF","8.21","Before",21,"WF","Skaggsimpa",0
"207","2003","WF","8.21","Before",21,"WF","Stensnultra",0
"208","2003","WF","8.21","Before",21,"WF","Torsk",1
"209","2003","WF","8.21","Before",21,"WF","Tanglake",6
"210","2003","WF","8.21","Before",21,"WF","AL",1
"211","2003","WF","8.22","Before",22,"WF","Oxsimpa",0
"212","2003","WF","8.22","Before",22,"WF","Rotsimpa",0
"213","2003","WF","8.22","Before",22,"WF","Sandskadda",0
"214","2003","WF","8.22","Before",22,"WF","Sjurygg",1
"215","2003","WF","8.22","Before",22,"WF","Skrubbskadda",0
"216","2003","WF","8.22","Before",22,"WF","Skaggsimpa",0
"217","2003","WF","8.22","Before",22,"WF","Stensnultra",0
"218","2003","WF","8.22","Before",22,"WF","Torsk",2
"219","2003","WF","8.22","Before",22,"WF","Tanglake",3
"220","2003","WF","8.22","Before",22,"WF","AL",0
"221","2003","WF","8.23","Before",23,"WF","Oxsimpa",0
"222","2003","WF","8.23","Before",23,"WF","Rotsimpa",0
"223","2003","WF","8.23","Before",23,"WF","Sandskadda",0
"224","2003","WF","8.23","Before",23,"WF","Sjurygg",0
"225","2003","WF","8.23","Before",23,"WF","Skrubbskadda",0
"226","2003","WF","8.23","Before",23,"WF","Skaggsimpa",0
"227","2003","WF","8.23","Before",23,"WF","Stensnultra",0
"228","2003","WF","8.23","Before",23,"WF","Torsk",5
"229","2003","WF","8.23","Before",23,"WF","Tanglake",2
"230","2003","WF","8.23","Before",23,"WF","AL",0
"231","2003","WF","8.24","Before",24,"WF","Oxsimpa",0
"232","2003","WF","8.24","Before",24,"WF","Rotsimpa",0
"233","2003","WF","8.24","Before",24,"WF","Sandskadda",0
"234","2003","WF","8.24","Before",24,"WF","Sjurygg",0
"235","2003","WF","8.24","Before",24,"WF","Skrubbskadda",0
"236","2003","WF","8.24","Before",24,"WF","Skaggsimpa",0
"237","2003","WF","8.24","Before",24,"WF","Stensnultra",0
"238","2003","WF","8.24","Before",24,"WF","Torsk",4
"239","2003","WF","8.24","Before",24,"WF","Tanglake",2
"240","2003","WF","8.24","Before",24,"WF","AL",1
"241","2003","S","10.1","Before",25,"Ctrl","Oxsimpa",0
"242","2003","S","10.1","Before",25,"Ctrl","Rotsimpa",0
"243","2003","S","10.1","Before",25,"Ctrl","Sandskadda",0
"244","2003","S","10.1","Before",25,"Ctrl","Sjurygg",0
"245","2003","S","10.1","Before",25,"Ctrl","Skrubbskadda",0
"246","2003","S","10.1","Before",25,"Ctrl","Skaggsimpa",0
"247","2003","S","10.1","Before",25,"Ctrl","Stensnultra",4
"248","2003","S","10.1","Before",25,"Ctrl","Torsk",1
"249","2003","S","10.1","Before",25,"Ctrl","Tanglake",0
"250","2003","S","10.1","Before",25,"Ctrl","AL",0
"251","2003","S","10.2","Before",26,"Ctrl","Oxsimpa",0
"252","2003","S","10.2","Before",26,"Ctrl","Rotsimpa",0
"253","2003","S","10.2","Before",26,"Ctrl","Sandskadda",0
"254","2003","S","10.2","Before",26,"Ctrl","Sjurygg",0
"255","2003","S","10.2","Before",26,"Ctrl","Skrubbskadda",0
"256","2003","S","10.2","Before",26,"Ctrl","Skaggsimpa",0
"257","2003","S","10.2","Before",26,"Ctrl","Stensnultra",3
"258","2003","S","10.2","Before",26,"Ctrl","Torsk",0
"259","2003","S","10.2","Before",26,"Ctrl","Tanglake",0
"260","2003","S","10.2","Before",26,"Ctrl","AL",1
"261","2003","S","10.3","Before",27,"Ctrl","Oxsimpa",0
"262","2003","S","10.3","Before",27,"Ctrl","Rotsimpa",0
"263","2003","S","10.3","Before",27,"Ctrl","Sandskadda",0
"264","2003","S","10.3","Before",27,"Ctrl","Sjurygg",1
"265","2003","S","10.3","Before",27,"Ctrl","Skrubbskadda",0
"266","2003","S","10.3","Before",27,"Ctrl","Skaggsimpa",0
"267","2003","S","10.3","Before",27,"Ctrl","Stensnultra",16
"268","2003","S","10.3","Before",27,"Ctrl","Torsk",1
"269","2003","S","10.3","Before",27,"Ctrl","Tanglake",0
"270","2003","S","10.3","Before",27,"Ctrl","AL",0
"271","2003","S","10.4","Before",28,"Ctrl","Oxsimpa",0
"272","2003","S","10.4","Before",28,"Ctrl","Rotsimpa",0
"273","2003","S","10.4","Before",28,"Ctrl","Sandskadda",0
"274","2003","S","10.4","Before",28,"Ctrl","Sjurygg",0
"275","2003","S","10.4","Before",28,"Ctrl","Skrubbskadda",0
"276","2003","S","10.4","Before",28,"Ctrl","Skaggsimpa",0
"277","2003","S","10.4","Before",28,"Ctrl","Stensnultra",4
"278","2003","S","10.4","Before",28,"Ctrl","Torsk",2
"279","2003","S","10.4","Before",28,"Ctrl","Tanglake",0
"280","2003","S","10.4","Before",28,"Ctrl","AL",1
"281","2003","S","10.5","Before",29,"Ctrl","Oxsimpa",0
"282","2003","S","10.5","Before",29,"Ctrl","Rotsimpa",0
"283","2003","S","10.5","Before",29,"Ctrl","Sandskadda",0
"284","2003","S","10.5","Before",29,"Ctrl","Sjurygg",0
"285","2003","S","10.5","Before",29,"Ctrl","Skrubbskadda",0
"286","2003","S","10.5","Before",29,"Ctrl","Skaggsimpa",0
"287","2003","S","10.5","Before",29,"Ctrl","Stensnultra",2
"288","2003","S","10.5","Before",29,"Ctrl","Torsk",3
"289","2003","S","10.5","Before",29,"Ctrl","Tanglake",0
"290","2003","S","10.5","Before",29,"Ctrl","AL",4
"291","2003","S","10.6","Before",30,"Ctrl","Oxsimpa",0
"292","2003","S","10.6","Before",30,"Ctrl","Rotsimpa",0
"293","2003","S","10.6","Before",30,"Ctrl","Sandskadda",0
"294","2003","S","10.6","Before",30,"Ctrl","Sjurygg",0
"295","2003","S","10.6","Before",30,"Ctrl","Skrubbskadda",0
"296","2003","S","10.6","Before",30,"Ctrl","Skaggsimpa",0
"297","2003","S","10.6","Before",30,"Ctrl","Stensnultra",9
"298","2003","S","10.6","Before",30,"Ctrl","Torsk",3
"299","2003","S","10.6","Before",30,"Ctrl","Tanglake",0
"300","2003","S","10.6","Before",30,"Ctrl","AL",1
"301","2003","S","10.7","Before",31,"Ctrl","Oxsimpa",0
"302","2003","S","10.7","Before",31,"Ctrl","Rotsimpa",0
"303","2003","S","10.7","Before",31,"Ctrl","Sandskadda",0
"304","2003","S","10.7","Before",31,"Ctrl","Sjurygg",0
"305","2003","S","10.7","Before",31,"Ctrl","Skrubbskadda",0
"306","2003","S","10.7","Before",31,"Ctrl","Skaggsimpa",0
"307","2003","S","10.7","Before",31,"Ctrl","Stensnultra",1
"308","2003","S","10.7","Before",31,"Ctrl","Torsk",2
"309","2003","S","10.7","Before",31,"Ctrl","Tanglake",0
"310","2003","S","10.7","Before",31,"Ctrl","AL",0
"311","2003","S","10.8","Before",32,"Ctrl","Oxsimpa",0
"312","2003","S","10.8","Before",32,"Ctrl","Rotsimpa",0
"313","2003","S","10.8","Before",32,"Ctrl","Sandskadda",0
"314","2003","S","10.8","Before",32,"Ctrl","Sjurygg",0
"315","2003","S","10.8","Before",32,"Ctrl","Skrubbskadda",0
"316","2003","S","10.8","Before",32,"Ctrl","Skaggsimpa",0
"317","2003","S","10.8","Before",32,"Ctrl","Stensnultra",6
"318","2003","S","10.8","Before",32,"Ctrl","Torsk",2
"319","2003","S","10.8","Before",32,"Ctrl","Tanglake",0
"320","2003","S","10.8","Before",32,"Ctrl","AL",3
"321","2003","S","10.9","Before",33,"Ctrl","Oxsimpa",0
"322","2003","S","10.9","Before",33,"Ctrl","Rotsimpa",1
"323","2003","S","10.9","Before",33,"Ctrl","Sandskadda",0
"324","2003","S","10.9","Before",33,"Ctrl","Sjurygg",0
"325","2003","S","10.9","Before",33,"Ctrl","Skrubbskadda",0
"326","2003","S","10.9","Before",33,"Ctrl","Skaggsimpa",0
"327","2003","S","10.9","Before",33,"Ctrl","Stensnultra",4
"328","2003","S","10.9","Before",33,"Ctrl","Torsk",2
"329","2003","S","10.9","Before",33,"Ctrl","Tanglake",0
"330","2003","S","10.9","Before",33,"Ctrl","AL",2
"331","2003","S","10.10","Before",34,"Ctrl","Oxsimpa",1
"332","2003","S","10.10","Before",34,"Ctrl","Rotsimpa",0
"333","2003","S","10.10","Before",34,"Ctrl","Sandskadda",0
"334","2003","S","10.10","Before",34,"Ctrl","Sjurygg",0
"335","2003","S","10.10","Before",34,"Ctrl","Skrubbskadda",0
"336","2003","S","10.10","Before",34,"Ctrl","Skaggsimpa",0
"337","2003","S","10.10","Before",34,"Ctrl","Stensnultra",6
"338","2003","S","10.10","Before",34,"Ctrl","Torsk",3
"339","2003","S","10.10","Before",34,"Ctrl","Tanglake",0
"340","2003","S","10.10","Before",34,"Ctrl","AL",0
"341","2003","S","10.11","Before",35,"Ctrl","Oxsimpa",0
"342","2003","S","10.11","Before",35,"Ctrl","Rotsimpa",0
"343","2003","S","10.11","Before",35,"Ctrl","Sandskadda",0
"344","2003","S","10.11","Before",35,"Ctrl","Sjurygg",0
"345","2003","S","10.11","Before",35,"Ctrl","Skrubbskadda",0
"346","2003","S","10.11","Before",35,"Ctrl","Skaggsimpa",0
"347","2003","S","10.11","Before",35,"Ctrl","Stensnultra",6
"348","2003","S","10.11","Before",35,"Ctrl","Torsk",2
"349","2003","S","10.11","Before",35,"Ctrl","Tanglake",0
"350","2003","S","10.11","Before",35,"Ctrl","AL",1
"351","2003","S","10.12","Before",36,"Ctrl","Oxsimpa",0
"352","2003","S","10.12","Before",36,"Ctrl","Rotsimpa",0
"353","2003","S","10.12","Before",36,"Ctrl","Sandskadda",0
"354","2003","S","10.12","Before",36,"Ctrl","Sjurygg",0
"355","2003","S","10.12","Before",36,"Ctrl","Skrubbskadda",0
"356","2003","S","10.12","Before",36,"Ctrl","Skaggsimpa",0
"357","2003","S","10.12","Before",36,"Ctrl","Stensnultra",20
"358","2003","S","10.12","Before",36,"Ctrl","Torsk",4
"359","2003","S","10.12","Before",36,"Ctrl","Tanglake",0
"360","2003","S","10.12","Before",36,"Ctrl","AL",2
"361","2003","S","10.13","Before",37,"Ctrl","Oxsimpa",0
"362","2003","S","10.13","Before",37,"Ctrl","Rotsimpa",0
"363","2003","S","10.13","Before",37,"Ctrl","Sandskadda",0
"364","2003","S","10.13","Before",37,"Ctrl","Sjurygg",0
"365","2003","S","10.13","Before",37,"Ctrl","Skrubbskadda",0
"366","2003","S","10.13","Before",37,"Ctrl","Skaggsimpa",0
"367","2003","S","10.13","Before",37,"Ctrl","Stensnultra",2
"368","2003","S","10.13","Before",37,"Ctrl","Torsk",0
"369","2003","S","10.13","Before",37,"Ctrl","Tanglake",0
"370","2003","S","10.13","Before",37,"Ctrl","AL",0
"371","2003","S","10.14","Before",38,"Ctrl","Oxsimpa",0
"372","2003","S","10.14","Before",38,"Ctrl","Rotsimpa",0
"373","2003","S","10.14","Before",38,"Ctrl","Sandskadda",0
"374","2003","S","10.14","Before",38,"Ctrl","Sjurygg",0
"375","2003","S","10.14","Before",38,"Ctrl","Skrubbskadda",0
"376","2003","S","10.14","Before",38,"Ctrl","Skaggsimpa",0
"377","2003","S","10.14","Before",38,"Ctrl","Stensnultra",9
"378","2003","S","10.14","Before",38,"Ctrl","Torsk",5
"379","2003","S","10.14","Before",38,"Ctrl","Tanglake",0
"380","2003","S","10.14","Before",38,"Ctrl","AL",0
"381","2003","S","10.15","Before",39,"Ctrl","Oxsimpa",0
"382","2003","S","10.15","Before",39,"Ctrl","Rotsimpa",0
"383","2003","S","10.15","Before",39,"Ctrl","Sandskadda",0
"384","2003","S","10.15","Before",39,"Ctrl","Sjurygg",0
"385","2003","S","10.15","Before",39,"Ctrl","Skrubbskadda",0
"386","2003","S","10.15","Before",39,"Ctrl","Skaggsimpa",0
"387","2003","S","10.15","Before",39,"Ctrl","Stensnultra",3
"388","2003","S","10.15","Before",39,"Ctrl","Torsk",0
"389","2003","S","10.15","Before",39,"Ctrl","Tanglake",0
"390","2003","S","10.15","Before",39,"Ctrl","AL",2
"391","2003","S","10.16","Before",40,"Ctrl","Oxsimpa",0
"392","2003","S","10.16","Before",40,"Ctrl","Rotsimpa",0
"393","2003","S","10.16","Before",40,"Ctrl","Sandskadda",0
"394","2003","S","10.16","Before",40,"Ctrl","Sjurygg",0
"395","2003","S","10.16","Before",40,"Ctrl","Skrubbskadda",1
"396","2003","S","10.16","Before",40,"Ctrl","Skaggsimpa",0
"397","2003","S","10.16","Before",40,"Ctrl","Stensnultra",8
"398","2003","S","10.16","Before",40,"Ctrl","Torsk",4
"399","2003","S","10.16","Before",40,"Ctrl","Tanglake",0
"400","2003","S","10.16","Before",40,"Ctrl","AL",1
"401","2003","S","10.17","Before",41,"Ctrl","Oxsimpa",1
"402","2003","S","10.17","Before",41,"Ctrl","Rotsimpa",0
"403","2003","S","10.17","Before",41,"Ctrl","Sandskadda",0
"404","2003","S","10.17","Before",41,"Ctrl","Sjurygg",1
"405","2003","S","10.17","Before",41,"Ctrl","Skrubbskadda",0
"406","2003","S","10.17","Before",41,"Ctrl","Skaggsimpa",0
"407","2003","S","10.17","Before",41,"Ctrl","Stensnultra",10
"408","2003","S","10.17","Before",41,"Ctrl","Torsk",1
"409","2003","S","10.17","Before",41,"Ctrl","Tanglake",0
"410","2003","S","10.17","Before",41,"Ctrl","AL",0
"411","2003","S","10.18","Before",42,"Ctrl","Oxsimpa",0
"412","2003","S","10.18","Before",42,"Ctrl","Rotsimpa",0
"413","2003","S","10.18","Before",42,"Ctrl","Sandskadda",0
"414","2003","S","10.18","Before",42,"Ctrl","Sjurygg",0
"415","2003","S","10.18","Before",42,"Ctrl","Skrubbskadda",0
"416","2003","S","10.18","Before",42,"Ctrl","Skaggsimpa",0
"417","2003","S","10.18","Before",42,"Ctrl","Stensnultra",7
"418","2003","S","10.18","Before",42,"Ctrl","Torsk",2
"419","2003","S","10.18","Before",42,"Ctrl","Tanglake",0
"420","2003","S","10.18","Before",42,"Ctrl","AL",6
"421","2003","S","10.20","Before",43,"Ctrl","Oxsimpa",0
"422","2003","S","10.20","Before",43,"Ctrl","Rotsimpa",0
"423","2003","S","10.20","Before",43,"Ctrl","Sandskadda",0
"424","2003","S","10.20","Before",43,"Ctrl","Sjurygg",0
"425","2003","S","10.20","Before",43,"Ctrl","Skrubbskadda",0
"426","2003","S","10.20","Before",43,"Ctrl","Skaggsimpa",0
"427","2003","S","10.20","Before",43,"Ctrl","Stensnultra",4
"428","2003","S","10.20","Before",43,"Ctrl","Torsk",4
"429","2003","S","10.20","Before",43,"Ctrl","Tanglake",0
"430","2003","S","10.20","Before",43,"Ctrl","AL",1
"431","2003","S","10.21","Before",44,"Ctrl","Oxsimpa",0
"432","2003","S","10.21","Before",44,"Ctrl","Rotsimpa",0
"433","2003","S","10.21","Before",44,"Ctrl","Sandskadda",0
"434","2003","S","10.21","Before",44,"Ctrl","Sjurygg",0
"435","2003","S","10.21","Before",44,"Ctrl","Skrubbskadda",0
"436","2003","S","10.21","Before",44,"Ctrl","Skaggsimpa",0
"437","2003","S","10.21","Before",44,"Ctrl","Stensnultra",4
"438","2003","S","10.21","Before",44,"Ctrl","Torsk",3
